date-time,RF1,RF2,RF3,RF4,ANN1,ANN2,ANN3,ANN4,ANN5
21/03/2024 12:14:27,39,39,39,39,39,39,38,39,39
21/03/2024 12:14:30,37,37,37,37,37,37,37,37,37
21/03/2024 12:14:33,37,38,37,37,38,38,37,37,38
21/03/2024 12:14:36,37,38,37,34,39,39,39,39,39
21/03/2024 12:14:38,39,40,39,40,39,39,39,40,40
21/03/2024 12:14:41,38,38,38,38,37,38,36,36,36
21/03/2024 12:14:44,39,39,39,38,39,38,39,39,39
21/03/2024 12:14:47,39,39,39,39,39,38,38,38,39
21/03/2024 12:14:49,38,37,38,38,37,37,36,37,38
21/03/2024 12:14:52,39,39,39,38,39,39,39,39,39
21/03/2024 12:14:55,39,39,39,39,40,40,40,40,40
21/03/2024 12:14:57,40,39,39,40,39,39,39,39,39
21/03/2024 12:15:00,39,38,39,38,40,39,40,40,38
21/03/2024 12:15:03,40,39,39,40,39,40,40,40,40
21/03/2024 12:15:06,35,35,35,35,38,37,38,38,38
21/03/2024 12:15:09,40,39,40,40,38,39,36,39,39
21/03/2024 12:15:11,38,38,38,38,37,38,39,37,36
21/03/2024 12:15:14,36,37,36,36,39,38,38,37,38
21/03/2024 12:15:17,38,39,38,39,39,39,39,39,39
21/03/2024 12:15:19,38,39,38,38,40,40,40,40,40
21/03/2024 12:15:22,37,36,36,37,37,34,34,35,35
21/03/2024 12:15:24,37,37,37,37,38,38,39,39,39
21/03/2024 12:15:27,37,37,37,36,37,37,37,37,37
21/03/2024 12:15:30,39,40,39,40,39,40,40,40,40
21/03/2024 12:15:32,36,37,37,36,35,35,35,35,35
21/03/2024 12:15:34,39,39,39,39,39,39,39,39,39
21/03/2024 12:15:37,38,38,38,37,40,40,40,40,39
21/03/2024 12:15:40,37,36,38,38,38,38,38,38,39
21/03/2024 12:15:42,39,38,37,40,39,39,39,39,39
21/03/2024 12:15:45,39,39,39,39,38,38,37,38,38
21/03/2024 12:15:48,39,39,39,39,40,40,40,40,40
21/03/2024 12:15:51,39,39,38,38,39,39,39,39,39
21/03/2024 12:15:54,38,39,39,38,38,39,37,38,39
21/03/2024 12:15:57,37,39,37,38,37,39,39,39,40
21/03/2024 12:15:59,40,39,37,38,38,38,38,38,38
21/03/2024 12:16:02,38,39,38,38,39,40,39,39,38
21/03/2024 12:16:04,37,38,37,37,37,39,39,37,39
21/03/2024 12:16:07,40,38,39,40,39,39,39,39,39
21/03/2024 12:16:10,37,38,36,36,39,39,38,38,39
21/03/2024 12:16:13,40,39,38,38,40,40,40,40,40
21/03/2024 12:16:16,38,39,38,38,39,39,39,39,39
21/03/2024 12:16:19,36,36,35,36,38,38,36,38,36
21/03/2024 12:16:22,38,38,38,38,39,39,40,40,40
21/03/2024 12:16:25,40,40,38,39,39,39,39,39,40
21/03/2024 12:16:28,37,38,38,39,36,37,36,36,37
21/03/2024 12:16:33,38,38,38,38,39,38,39,38,38
21/03/2024 12:16:35,40,40,39,40,39,39,39,39,39
21/03/2024 12:16:38,39,39,39,39,40,40,40,40,39
21/03/2024 12:16:41,38,39,37,37,38,39,38,39,38
21/03/2024 12:16:44,39,40,39,39,40,40,40,40,40
21/03/2024 12:16:46,39,39,39,39,40,40,40,39,40
21/03/2024 12:16:49,37,37,38,38,34,35,35,36,35
21/03/2024 12:16:51,39,39,39,39,38,38,37,36,36
21/03/2024 12:16:54,39,39,38,38,38,37,37,37,37
21/03/2024 12:16:57,39,39,39,39,39,39,39,39,40
21/03/2024 12:17:00,39,39,40,39,38,38,38,38,38
21/03/2024 12:17:03,38,38,38,39,36,36,36,36,36
21/03/2024 12:17:06,40,39,39,39,40,40,40,40,40
21/03/2024 12:17:08,38,37,39,38,38,37,38,37,37
21/03/2024 12:17:11,39,39,39,39,40,38,40,40,40
21/03/2024 12:17:14,39,39,39,38,38,39,39,39,39
21/03/2024 12:17:17,39,38,37,37,36,37,38,38,36
21/03/2024 12:17:20,37,37,38,37,40,39,40,40,40
21/03/2024 12:17:23,39,39,38,38,38,38,39,38,37
21/03/2024 12:17:25,38,38,37,37,37,37,37,36,36
21/03/2024 12:17:28,39,38,39,39,38,39,39,39,39
21/03/2024 12:17:31,39,38,39,37,39,39,39,39,39
21/03/2024 12:17:34,39,39,39,39,40,40,40,40,40
21/03/2024 12:17:37,39,39,37,38,39,40,39,39,39
21/03/2024 12:17:40,40,40,40,40,39,39,39,39,39
21/03/2024 12:17:42,39,39,39,39,39,38,39,38,38
21/03/2024 12:17:45,40,40,40,40,37,37,38,38,39
21/03/2024 12:17:49,39,40,39,39,37,38,38,38,37
21/03/2024 12:17:52,36,35,37,36,37,39,39,39,37
21/03/2024 12:17:55,39,38,38,38,37,37,38,38,38
21/03/2024 12:17:57,40,39,39,39,40,40,40,40,40
21/03/2024 12:18:00,39,39,39,40,39,38,39,39,39
21/03/2024 12:18:03,39,38,39,38,39,36,36,38,36
21/03/2024 12:18:05,36,37,39,39,39,38,39,39,38
21/03/2024 12:18:08,39,38,38,38,39,39,39,39,39
21/03/2024 12:18:10,38,39,37,37,36,36,36,37,38
21/03/2024 12:18:13,39,39,39,39,39,39,39,39,39
21/03/2024 12:18:15,37,38,38,37,37,38,39,37,38
21/03/2024 12:18:18,37,37,37,37,37,38,37,37,37
21/03/2024 12:18:20,37,37,38,37,37,36,36,36,36
21/03/2024 12:18:23,37,39,38,38,39,39,38,38,39
21/03/2024 12:18:25,38,37,38,38,38,38,38,39,38
21/03/2024 12:18:28,38,37,38,37,38,39,39,38,39
21/03/2024 12:18:31,38,38,38,38,39,39,40,40,40
21/03/2024 12:18:33,38,38,38,38,39,39,38,39,39
21/03/2024 12:18:36,38,38,38,38,40,39,39,39,38
21/03/2024 12:18:39,37,39,38,38,40,40,38,40,40
21/03/2024 12:18:41,39,39,39,38,37,37,39,38,39
21/03/2024 12:18:44,39,38,39,39,40,40,40,40,40
21/03/2024 12:18:47,39,40,39,39,39,39,40,39,39
21/03/2024 12:18:49,40,39,39,40,39,39,38,38,38
21/03/2024 12:18:52,37,38,38,37,39,39,39,39,39
21/03/2024 12:18:54,38,39,38,40,39,39,39,39,39
21/03/2024 12:18:57,38,37,38,38,39,39,38,39,39
21/03/2024 12:19:00,38,38,38,38,39,39,39,39,39
21/03/2024 12:19:03,38,38,38,38,38,39,39,40,40
21/03/2024 12:19:07,39,40,39,40,40,40,40,40,40
21/03/2024 12:19:09,39,39,38,40,40,40,40,40,40
21/03/2024 12:19:12,36,37,35,35,35,36,35,35,35
21/03/2024 12:19:15,40,40,39,40,38,39,38,39,38
21/03/2024 12:19:17,37,37,38,38,37,37,37,37,37
21/03/2024 12:19:20,38,38,38,38,38,38,38,38,38
21/03/2024 12:19:23,39,39,39,39,38,39,39,39,39
21/03/2024 12:19:26,40,40,40,40,39,36,38,39,38
21/03/2024 12:19:30,38,39,39,38,37,38,39,39,37
21/03/2024 12:19:33,36,34,36,35,36,36,36,36,36
21/03/2024 12:19:36,38,38,38,39,39,38,39,38,38
21/03/2024 12:19:40,38,37,38,37,38,38,38,38,38
21/03/2024 12:19:43,36,38,38,39,39,39,38,39,39
21/03/2024 12:19:45,37,37,37,37,38,38,38,38,38
21/03/2024 12:19:48,38,39,39,38,39,39,39,39,38
21/03/2024 12:19:51,40,39,40,39,39,36,38,38,37
21/03/2024 12:19:53,38,37,36,38,39,39,38,39,39
21/03/2024 12:19:56,37,37,37,36,38,38,38,38,38
21/03/2024 12:19:58,39,40,39,39,38,39,39,39,39
21/03/2024 12:20:01,39,38,39,39,39,39,39,39,39
21/03/2024 12:20:03,37,36,35,38,38,37,35,35,38
21/03/2024 12:20:06,38,38,39,38,38,38,38,38,38
21/03/2024 12:20:10,40,40,39,39,40,40,40,40,40
21/03/2024 12:20:12,38,38,36,37,38,37,37,38,38
21/03/2024 12:20:15,39,39,39,39,40,40,40,39,39
21/03/2024 12:20:17,38,38,38,38,38,37,38,37,37
21/03/2024 12:20:20,40,40,40,40,39,40,40,40,39
21/03/2024 12:20:22,39,39,39,39,40,39,39,39,39
21/03/2024 12:20:25,36,39,39,37,40,40,40,40,40
21/03/2024 12:20:27,37,36,37,36,38,39,38,36,39
21/03/2024 12:20:30,38,38,37,38,39,39,38,38,38
21/03/2024 12:20:33,39,39,39,39,39,39,39,39,39
21/03/2024 12:20:37,40,38,40,39,40,40,40,40,40
21/03/2024 12:20:39,38,38,37,38,40,40,40,40,39
21/03/2024 12:20:42,36,35,37,36,36,37,37,37,37
21/03/2024 12:20:44,39,39,39,39,40,39,40,40,40
21/03/2024 12:20:47,37,37,38,37,37,37,38,38,37
21/03/2024 12:20:50,37,37,38,37,38,38,38,38,38
21/03/2024 12:20:53,39,39,40,40,40,40,39,39,39
21/03/2024 12:20:55,39,39,40,39,39,40,40,40,40
21/03/2024 12:20:58,40,40,40,40,40,40,39,40,39
21/03/2024 12:21:01,40,39,38,39,39,39,39,39,39
21/03/2024 12:21:03,40,40,40,40,40,40,40,39,39
21/03/2024 12:21:06,39,39,39,39,37,37,37,37,38
21/03/2024 12:21:08,37,37,37,37,38,38,38,38,39
21/03/2024 12:21:11,37,37,38,36,38,38,38,38,38
21/03/2024 12:21:13,39,39,40,39,39,39,38,38,39
21/03/2024 12:21:16,39,38,39,38,39,39,39,39,39
21/03/2024 12:21:18,38,37,39,38,40,40,40,39,40
21/03/2024 12:21:21,39,39,38,38,40,40,40,40,40
21/03/2024 12:21:23,38,37,37,38,39,39,39,39,39
21/03/2024 12:21:26,37,38,38,38,38,38,38,38,38
21/03/2024 12:21:28,39,39,39,40,40,40,40,40,40
21/03/2024 12:21:31,38,35,38,37,40,39,40,38,39
21/03/2024 12:21:34,39,38,39,39,38,38,38,38,39
21/03/2024 12:21:37,38,38,37,37,40,40,40,40,40
21/03/2024 12:21:39,39,39,39,39,39,40,39,39,39
21/03/2024 12:21:43,39,39,39,38,37,38,37,37,37
21/03/2024 12:21:46,40,40,40,40,40,40,40,40,40
21/03/2024 12:21:48,38,38,38,38,38,38,39,38,39
21/03/2024 12:21:51,37,36,35,38,36,38,37,37,35
21/03/2024 12:21:54,38,38,38,38,39,38,39,39,39
21/03/2024 12:21:56,38,38,38,38,39,39,39,38,39
21/03/2024 12:21:59,39,39,39,39,39,39,39,39,39
21/03/2024 12:22:02,40,40,40,40,40,39,39,39,39
21/03/2024 12:22:04,38,38,38,39,39,39,39,39,39
21/03/2024 12:22:07,36,39,37,37,37,37,36,36,37
21/03/2024 12:22:10,40,39,39,39,40,40,40,40,40
21/03/2024 12:22:12,40,39,39,39,38,39,39,39,40
21/03/2024 12:22:15,39,38,39,38,38,38,38,38,38
21/03/2024 12:22:17,37,38,38,38,38,39,39,38,39
21/03/2024 12:22:20,39,39,39,39,39,39,39,38,39
21/03/2024 12:22:23,39,38,39,39,40,39,39,39,40
21/03/2024 12:22:25,39,40,38,39,38,38,39,39,37
21/03/2024 12:22:28,38,38,38,38,38,38,38,39,39
21/03/2024 12:22:30,38,39,38,39,40,40,40,40,40
21/03/2024 12:22:33,39,38,39,39,38,38,39,38,38
21/03/2024 12:22:37,37,36,37,35,36,36,36,36,36
21/03/2024 12:22:40,38,37,38,38,38,39,39,38,39
21/03/2024 12:22:45,37,38,38,38,38,39,39,39,39
21/03/2024 12:22:51,39,39,40,38,38,39,37,39,37
21/03/2024 12:22:56,39,40,39,40,39,39,39,39,38
21/03/2024 12:23:02,37,37,36,35,40,40,39,40,40
21/03/2024 12:23:08,39,38,38,38,37,37,38,37,38
21/03/2024 12:23:12,37,38,38,38,35,36,37,36,37
21/03/2024 12:23:17,38,38,39,39,37,39,39,38,39
21/03/2024 12:23:22,37,38,39,39,37,38,39,38,38
21/03/2024 12:23:27,39,37,36,37,39,39,40,38,39
21/03/2024 12:23:30,39,38,39,37,38,39,39,39,39
21/03/2024 12:23:33,40,39,40,40,40,39,40,39,40
21/03/2024 12:23:36,38,38,37,38,39,39,39,39,39
21/03/2024 12:23:39,38,39,38,39,37,37,37,37,37
21/03/2024 12:23:41,38,35,38,37,39,39,38,39,37
21/03/2024 12:23:44,37,37,37,37,38,39,39,38,38
21/03/2024 12:23:46,38,38,38,38,39,39,39,39,39
21/03/2024 12:23:49,38,38,38,38,37,37,37,37,37
21/03/2024 12:23:51,35,37,35,35,39,39,39,39,39
21/03/2024 12:23:54,40,40,40,39,40,40,40,40,40
21/03/2024 12:23:56,38,39,38,37,39,39,39,39,39
21/03/2024 12:23:59,36,38,38,39,39,40,39,39,40
21/03/2024 12:24:02,40,40,40,40,40,39,39,39,39
21/03/2024 12:24:05,36,36,35,36,39,39,39,38,39
21/03/2024 12:24:08,40,38,38,40,40,40,40,40,40
21/03/2024 12:24:10,38,39,38,38,38,36,39,38,38
21/03/2024 12:24:13,37,38,38,38,37,37,38,38,37
21/03/2024 12:24:16,38,37,38,38,40,39,40,39,40
21/03/2024 12:24:18,39,39,38,39,40,39,39,38,40
21/03/2024 12:24:21,39,39,37,39,38,38,38,38,38
21/03/2024 12:24:23,38,36,38,36,37,38,39,37,39
21/03/2024 12:24:26,39,40,38,40,39,40,40,40,40
21/03/2024 12:24:29,37,37,37,37,38,38,38,38,38
21/03/2024 12:24:33,38,38,37,37,38,38,38,38,38
21/03/2024 12:24:36,40,38,40,39,40,39,40,40,39
21/03/2024 12:24:39,39,39,39,39,38,38,37,38,38
21/03/2024 12:24:41,37,38,36,36,38,38,38,38,38
21/03/2024 12:24:44,38,39,39,39,39,39,39,39,39
21/03/2024 12:24:46,39,38,39,38,39,39,39,39,39
21/03/2024 12:24:50,39,40,38,37,40,40,40,40,40
21/03/2024 12:24:53,39,40,40,40,40,40,40,40,40
21/03/2024 12:24:56,40,40,40,39,40,36,38,39,38
21/03/2024 12:24:59,40,40,39,40,40,40,40,40,39
21/03/2024 12:25:01,38,37,38,38,40,39,39,40,40
21/03/2024 12:25:04,37,38,37,35,36,37,37,37,36
21/03/2024 12:25:06,37,37,36,37,38,38,38,38,38
21/03/2024 12:25:09,38,39,39,38,39,37,38,37,39
21/03/2024 12:25:12,38,37,37,38,39,39,39,39,39
21/03/2024 12:25:17,40,40,40,40,39,37,38,39,38
21/03/2024 12:25:20,40,40,39,39,40,40,39,39,40
21/03/2024 12:25:22,38,39,38,38,39,38,39,39,39
21/03/2024 12:25:25,39,39,39,39,39,38,38,39,39
21/03/2024 12:25:28,36,35,36,35,36,36,36,36,36
21/03/2024 12:25:31,40,38,39,39,38,39,37,39,39
21/03/2024 12:25:34,39,38,39,39,39,39,39,38,39
21/03/2024 12:25:36,36,35,38,35,37,35,36,36,36
21/03/2024 12:25:39,39,39,39,39,39,39,39,39,39
21/03/2024 12:25:42,38,38,38,39,39,39,39,39,39
21/03/2024 12:25:44,39,37,37,39,38,38,38,37,38
21/03/2024 12:25:47,39,40,38,39,40,40,40,40,40
21/03/2024 12:25:50,38,39,37,38,40,40,40,40,40
21/03/2024 12:25:53,40,40,39,40,40,40,40,40,40
21/03/2024 12:25:56,38,37,38,37,36,37,36,36,35
21/03/2024 12:26:00,40,40,40,40,40,40,39,39,40
21/03/2024 12:26:03,37,38,37,37,39,38,38,39,38
21/03/2024 12:26:06,39,38,39,40,38,36,37,37,38
21/03/2024 12:26:08,38,38,37,37,38,36,38,37,37
21/03/2024 12:26:11,38,38,38,38,39,37,38,39,39
21/03/2024 12:26:14,39,36,38,38,37,37,37,37,37
21/03/2024 12:26:17,39,39,39,39,40,40,40,40,40
21/03/2024 12:26:20,39,38,38,38,39,39,39,39,39
21/03/2024 12:26:22,39,40,38,38,38,39,39,40,39
21/03/2024 12:26:25,40,39,39,39,38,40,39,39,40
21/03/2024 12:26:28,37,37,36,37,39,39,39,38,39
21/03/2024 12:26:31,40,40,40,40,40,40,40,40,40
21/03/2024 12:26:33,39,39,38,39,39,39,38,39,39
21/03/2024 12:26:36,37,37,37,38,39,39,39,39,38
21/03/2024 12:26:39,37,37,37,36,37,38,38,38,38
21/03/2024 12:26:41,39,38,38,37,38,39,38,39,39
21/03/2024 12:26:44,37,35,35,35,37,36,37,37,36
21/03/2024 12:26:46,39,39,39,39,39,39,38,39,38
21/03/2024 12:26:49,39,39,39,38,39,39,39,39,38
21/03/2024 12:26:51,39,38,36,39,38,38,38,38,38
21/03/2024 12:26:54,39,39,39,38,39,39,39,39,39
21/03/2024 12:26:56,39,40,39,39,39,38,39,39,39
21/03/2024 12:26:59,36,36,37,35,38,37,37,38,38
21/03/2024 12:27:02,40,38,40,38,39,39,39,39,39
21/03/2024 12:27:05,40,39,39,38,40,39,40,40,40
21/03/2024 12:27:07,38,38,37,37,36,35,36,33,36
21/03/2024 12:27:11,40,40,40,40,40,40,40,39,40
21/03/2024 12:27:14,36,38,38,38,37,36,37,36,37
21/03/2024 12:27:16,38,38,38,38,39,38,38,38,38
21/03/2024 12:27:19,37,39,37,39,36,39,39,39,39
21/03/2024 12:27:22,39,38,39,38,38,38,39,38,39
21/03/2024 12:27:24,39,39,39,39,38,37,38,37,37
21/03/2024 12:27:27,38,37,39,39,38,37,37,37,37
21/03/2024 12:27:29,37,39,39,37,39,39,39,39,39
21/03/2024 12:27:32,39,38,39,39,39,38,39,39,40
21/03/2024 12:27:35,38,37,38,38,39,38,39,38,38
21/03/2024 12:27:38,39,38,39,39,39,39,39,39,39
21/03/2024 12:27:40,38,38,37,38,38,38,38,38,38
21/03/2024 12:27:44,39,38,39,40,39,38,38,38,40
21/03/2024 12:27:46,36,36,37,37,36,37,38,38,36
21/03/2024 12:27:49,39,39,39,39,39,39,39,39,39
21/03/2024 12:27:51,37,37,37,38,38,38,38,37,38
21/03/2024 12:27:53,39,37,39,37,36,37,37,38,38
21/03/2024 12:27:56,36,36,35,38,38,38,39,39,38
21/03/2024 12:27:58,36,37,36,37,36,36,36,36,36
21/03/2024 12:28:01,37,38,38,36,39,39,39,39,39
21/03/2024 12:28:03,40,40,39,40,39,40,40,40,39
21/03/2024 12:28:06,38,39,38,39,38,38,38,38,39
21/03/2024 12:28:08,39,39,39,38,38,39,38,38,38
21/03/2024 12:28:11,39,38,39,37,38,37,38,38,38
21/03/2024 12:28:13,39,38,38,38,39,38,38,38,38
21/03/2024 12:28:16,37,37,38,37,37,38,38,37,37
21/03/2024 12:28:18,38,37,37,37,38,37,37,37,36
21/03/2024 12:28:21,40,40,40,40,39,38,37,38,38
21/03/2024 12:28:23,38,38,37,38,38,39,38,38,38
21/03/2024 12:28:26,38,38,37,38,37,37,37,37,36
21/03/2024 12:28:28,37,38,37,37,39,39,39,39,39
21/03/2024 12:28:31,37,38,38,39,39,39,39,39,39
21/03/2024 12:28:33,39,39,40,39,39,39,38,39,39
21/03/2024 12:28:36,39,40,40,40,40,40,40,40,40
21/03/2024 12:28:39,38,38,38,38,36,37,37,37,36
21/03/2024 12:28:42,40,39,39,40,39,40,40,40,40
21/03/2024 12:28:45,40,40,40,39,40,39,40,40,40
21/03/2024 12:28:47,38,37,38,38,39,39,38,38,39
21/03/2024 12:28:50,40,39,40,40,39,39,39,39,39
21/03/2024 12:28:54,39,38,35,38,39,39,39,38,38
21/03/2024 12:28:56,38,38,38,38,37,37,37,37,37
21/03/2024 12:28:59,38,38,36,40,37,38,38,38,38
21/03/2024 12:29:02,38,39,38,38,39,40,40,40,39
21/03/2024 12:29:05,39,38,37,38,38,39,39,38,39
21/03/2024 12:29:07,37,37,38,38,38,39,37,38,39
21/03/2024 12:29:10,38,37,38,38,39,39,39,39,39
21/03/2024 12:29:12,38,38,38,38,39,37,37,38,39
21/03/2024 12:29:15,38,38,37,37,38,38,38,38,38
21/03/2024 12:29:18,40,40,40,40,40,40,40,40,40
21/03/2024 12:29:21,39,39,39,39,38,40,39,40,40
21/03/2024 12:29:24,38,36,36,35,37,36,36,36,35
21/03/2024 12:29:27,37,37,39,37,39,39,39,39,39
21/03/2024 12:29:30,39,38,39,39,39,39,40,40,39
21/03/2024 12:29:33,38,38,38,37,38,39,38,37,38
21/03/2024 12:29:36,37,36,36,37,36,37,38,38,36
21/03/2024 12:29:39,38,38,38,39,37,38,37,37,38
21/03/2024 12:29:42,40,40,39,39,40,40,40,40,40
21/03/2024 12:29:45,39,39,38,38,39,40,40,39,39
21/03/2024 12:29:48,38,38,37,37,39,38,37,38,38
21/03/2024 12:29:51,40,39,38,39,38,39,40,40,39
21/03/2024 12:29:53,37,37,38,39,38,38,38,38,38
21/03/2024 12:29:56,40,40,38,39,40,40,40,40,40
21/03/2024 12:29:59,40,40,40,40,40,38,38,39,40
21/03/2024 12:30:02,37,37,38,37,38,37,37,37,37
21/03/2024 12:30:05,38,38,38,38,39,39,39,39,39
21/03/2024 12:30:08,38,38,38,38,38,40,38,38,38
21/03/2024 12:30:11,37,38,39,38,39,36,38,39,38
21/03/2024 12:30:14,39,39,39,39,39,39,39,39,39
21/03/2024 12:30:17,38,38,37,38,39,34,35,34,37
21/03/2024 12:30:19,39,39,39,39,39,39,39,39,39
21/03/2024 12:30:22,39,39,39,39,38,38,40,38,39
21/03/2024 12:30:24,37,37,37,37,37,38,38,36,38
21/03/2024 12:30:27,39,38,39,40,40,40,40,39,40
21/03/2024 12:30:30,37,37,37,37,39,40,38,39,38
21/03/2024 12:30:32,38,40,38,38,40,39,39,40,40
21/03/2024 12:30:35,37,38,37,37,40,39,39,40,40
21/03/2024 12:30:38,39,39,39,39,40,39,40,40,40
21/03/2024 12:30:41,40,39,37,38,39,40,38,39,40
21/03/2024 12:30:43,40,40,40,40,40,40,40,40,40
21/03/2024 12:30:46,39,39,37,39,38,38,38,38,37
21/03/2024 12:30:48,38,38,38,38,38,38,38,38,38
21/03/2024 12:30:51,38,38,38,38,37,37,37,37,37
21/03/2024 12:30:53,37,37,37,38,38,38,39,38,39
21/03/2024 12:30:56,39,39,38,38,40,40,40,40,40
21/03/2024 12:30:59,38,38,39,38,38,39,37,38,39
21/03/2024 12:31:01,40,40,39,40,39,40,39,39,39
21/03/2024 12:31:04,38,39,38,38,40,40,40,40,39
21/03/2024 12:31:06,39,39,38,40,37,37,36,38,36
21/03/2024 12:31:09,40,40,40,40,40,40,38,40,40
21/03/2024 12:31:12,39,40,40,40,39,39,40,40,40
21/03/2024 12:31:14,38,37,37,38,38,38,38,38,38
21/03/2024 12:31:17,38,39,39,38,39,39,38,39,38
21/03/2024 12:31:20,39,39,39,39,39,39,39,39,39
21/03/2024 12:31:22,37,38,37,37,38,38,38,37,38
21/03/2024 12:31:25,38,37,38,38,39,39,39,38,39
21/03/2024 12:31:28,39,39,39,38,40,40,40,39,40
21/03/2024 12:31:31,38,38,38,38,38,39,39,38,38
21/03/2024 12:31:33,38,37,37,38,39,38,38,38,37
21/03/2024 12:31:36,39,38,39,39,39,39,38,39,39
21/03/2024 12:31:39,39,39,39,39,39,39,39,39,39
21/03/2024 12:31:42,40,39,39,39,39,38,37,38,38
21/03/2024 12:31:44,40,40,40,40,40,40,40,40,40
21/03/2024 12:31:47,39,38,39,38,38,38,37,38,38
21/03/2024 12:31:50,39,37,37,38,38,37,37,38,38
21/03/2024 12:31:52,40,40,40,40,40,40,40,40,40
21/03/2024 12:31:55,37,37,35,35,36,36,37,36,35
21/03/2024 12:31:58,38,38,38,38,39,38,38,38,38
21/03/2024 12:32:01,40,39,39,39,40,40,40,40,40
21/03/2024 12:32:03,40,40,39,40,40,40,40,40,40
21/03/2024 12:32:06,38,38,38,38,37,39,38,38,37
21/03/2024 12:32:08,37,38,37,38,38,37,37,37,37
21/03/2024 12:32:11,38,38,38,36,38,37,38,38,37
21/03/2024 12:32:14,39,38,38,38,37,38,36,37,37
21/03/2024 12:32:16,39,39,39,39,40,40,38,39,39
21/03/2024 12:32:19,38,38,36,37,38,38,38,38,38
21/03/2024 12:32:22,39,38,39,38,39,39,39,38,37
21/03/2024 12:32:25,37,37,39,38,38,39,38,39,38
21/03/2024 12:32:27,37,37,37,37,39,39,40,39,39
21/03/2024 12:32:30,37,37,36,36,37,37,37,38,37
21/03/2024 12:32:33,38,38,38,37,40,40,40,40,39
21/03/2024 12:32:35,40,39,38,38,39,39,39,39,39
21/03/2024 12:32:38,37,38,36,37,39,38,38,38,38
21/03/2024 12:32:41,40,40,40,40,39,39,40,40,39
21/03/2024 12:32:44,38,39,39,37,38,39,39,40,39
21/03/2024 12:32:46,40,40,40,39,40,39,39,40,40
21/03/2024 12:32:49,38,38,40,39,39,39,39,39,39
21/03/2024 12:32:54,40,39,38,40,39,39,39,39,39
21/03/2024 12:32:59,38,38,38,39,38,38,38,38,38
21/03/2024 12:33:02,38,38,37,38,37,36,37,38,37
21/03/2024 12:33:06,38,37,37,38,37,37,37,38,39
21/03/2024 12:33:09,38,38,38,38,39,39,39,39,39
21/03/2024 12:33:12,39,36,37,38,39,39,38,38,39
